S.No,Text,x0,y0,x1,y1,Page_No,height,width
677,mg/dL,437,359,469,373,3,14,31
678,mg/dL,437,345,469,360,3,14,31
679,mg/dL,437,332,469,346,3,14,31
680,mg/dL,437,319,469,333,3,14,31
681,mcg/mL,433,306,473,320,3,14,40
682,ng/mL,437,287,469,301,3,14,31
683,,421,437,424,451,3,13,2
684,,450,268,456,282,3,14,5
685,mmol/L,434,255,472,269,3,14,37
686,mmol/L,434,242,472,256,3,14,37
687,mg/dL,437,229,469,243,3,14,31
688,mg/dL,437,216,469,230,3,14,31
689,mg/dL,437,203,469,217,3,14,31
690,ng/mL,437,189,469,204,3,14,31
691,mg/dL,437,176,469,190,3,14,31
692,mg/dL,437,163,469,177,3,14,31
693,mcg/dL,434,150,472,164,3,14,37
694,mcg/dL,434,137,472,151,3,14,37
695,,450,124,456,138,3,14,5
696,U/L,444,111,463,125,3,14,19
697,U/L,444,98,463,112,3,14,19
698,U/L,444,85,463,99,3,14,19
699,U/L,444,71,463,86,3,14,19
700,,450,58,456,72,3,14,5
701,,57,724,179,737,3,13,122
702,,179,724,303,737,3,13,124
703,,303,724,418,737,3,13,114
704,,418,724,486,737,3,13,67
705,,57,711,179,724,3,13,122
706,,179,711,303,724,3,13,124
707,,303,711,418,724,3,13,114
708,,418,711,486,724,3,13,67
709,,57,698,179,711,3,13,122
710,,179,698,229,711,3,13,50
711,,229,698,303,711,3,13,73
712,,303,698,355,711,3,13,52
713,,355,698,418,711,3,13,62
714,,418,698,486,711,3,13,67
715,,57,684,179,698,3,13,122
716,,179,684,229,698,3,13,50
717,,229,684,303,698,3,13,73
718,,303,684,355,698,3,13,52
719,,355,684,418,698,3,13,62
720,,418,684,486,698,3,13,67
721,,57,671,179,684,3,13,122
722,,179,671,229,684,3,13,50
723,,229,671,303,684,3,13,73
724,,303,671,355,684,3,13,52
725,,355,671,418,684,3,13,62
726,,418,671,486,684,3,13,67
727,,57,658,179,671,3,13,122
728,,179,658,229,671,3,13,50
729,,229,658,303,671,3,13,73
730,,303,658,355,671,3,13,52
731,,355,658,418,671,3,13,62
732,,418,658,486,671,3,13,67
733,,57,633,179,658,3,24,122
734,,179,633,303,658,3,24,124
735,,179,633,303,658,3,24,124
736,0.0 – 1.0,219,640,262,654,3,14,43
737,,303,633,418,658,3,24,114
738,,303,633,418,658,3,24,114
739,0.0 – 1.0,340,640,383,654,3,14,43
740,,418,633,486,658,3,24,67
741,,57,620,179,633,3,13,122
742,,179,620,303,633,3,13,124
743,,303,620,418,633,3,13,114
744,,418,620,486,633,3,13,67
745,,57,607,179,620,3,13,122
746,,179,607,303,620,3,13,124
747,,303,607,418,620,3,13,114
748,,418,607,486,620,3,13,67
749,,57,594,179,607,3,13,122
750,,179,594,229,607,3,13,50
751,,229,594,303,607,3,13,73
752,,303,594,355,607,3,13,52
753,,355,594,418,607,3,13,62
754,,418,594,486,607,3,13,67
755,,57,581,179,594,3,13,122
756,,179,581,229,594,3,13,50
757,,229,581,303,594,3,13,73
758,,303,581,355,594,3,13,52
759,,355,581,418,594,3,13,62
760,,418,581,486,594,3,13,67
761,,57,568,179,581,3,13,122
762,,179,568,229,581,3,13,50
763,,229,568,303,581,3,13,73
764,,303,568,355,581,3,13,52
765,,355,568,418,581,3,13,62
766,,418,568,486,581,3,13,67
767,,57,555,179,568,3,13,122
768,,179,555,303,568,3,13,124
769,,303,555,418,568,3,13,114
770,,418,555,486,568,3,13,67
771,,57,542,179,555,3,13,122
772,,179,542,303,555,3,13,124
773,,303,542,418,555,3,13,114
774,,418,542,486,555,3,13,67
775,,57,528,179,542,3,13,122
776,,179,528,303,542,3,13,124
777,,303,528,418,542,3,13,114
778,,418,528,486,542,3,13,67
779,,57,515,179,528,3,13,122
780,,179,515,303,528,3,13,124
781,,303,515,418,528,3,13,114
782,,418,515,486,528,3,13,67
783,,57,502,179,515,3,13,122
784,,179,502,303,515,3,13,124
785,,303,502,418,515,3,13,114
786,,418,502,486,515,3,13,67
787,,57,489,179,502,3,13,122
788,,179,489,229,502,3,13,50
789,,229,489,303,502,3,13,73
790,,303,489,355,502,3,13,52
791,,355,489,418,502,3,13,62
792,,418,489,486,502,3,13,67
793,,57,476,179,489,3,13,122
794,,179,476,229,489,3,13,50
795,,229,476,303,489,3,13,73
796,,303,476,355,489,3,13,52
797,,355,476,418,489,3,13,62
798,,418,476,486,489,3,13,67
799,,57,463,179,476,3,13,122
800,,179,463,229,476,3,13,50
801,,229,463,303,476,3,13,73
802,,303,463,355,476,3,13,52
803,,355,463,418,476,3,13,62
804,,418,463,486,476,3,13,67
805,,57,450,179,463,3,13,122
806,,179,450,229,463,3,13,50
807,,229,450,303,463,3,13,73
808,,303,450,355,463,3,13,52
809,,355,450,418,463,3,13,62
810,,418,450,486,463,3,13,67
811,,57,437,179,450,3,13,122
812,,179,437,229,450,3,13,50
813,,229,437,303,450,3,13,73
814,,303,437,355,450,3,13,52
815,,355,437,418,450,3,13,62
816,,418,437,486,450,3,13,67
817,,57,424,179,437,3,13,122
818,,179,424,229,437,3,13,50
819,,229,424,303,437,3,13,73
820,,303,424,355,437,3,13,52
821,,355,424,418,437,3,13,62
822,,418,424,486,437,3,13,67
823,,57,410,179,424,3,13,122
824,,179,410,229,424,3,13,50
825,,229,410,303,424,3,13,73
826,,303,410,355,424,3,13,52
827,,355,410,418,424,3,13,62
828,,418,410,486,424,3,13,67
829,,57,397,179,410,3,13,122
830,,179,397,303,410,3,13,124
831,,303,397,418,410,3,13,114
832,,418,397,486,410,3,13,67
833,,57,384,179,397,3,13,122
834,,179,384,229,397,3,13,50
835,,229,384,303,397,3,13,73
836,,303,384,355,397,3,13,52
837,,355,384,418,397,3,13,62
838,,418,384,486,397,3,13,67
839,,57,371,179,384,3,13,122
840,,179,371,229,384,3,13,50
841,,229,371,303,384,3,13,73
842,,303,371,355,384,3,13,52
843,,355,371,418,384,3,13,62
844,,418,371,486,384,3,13,67
845,,57,358,179,371,3,13,122
846,,179,358,229,371,3,13,50
847,,229,358,303,371,3,13,73
848,,303,358,355,371,3,13,52
849,,355,358,418,371,3,13,62
850,,418,358,486,371,3,13,67
851,,57,345,179,358,3,13,122
852,,179,345,229,358,3,13,50
853,,229,345,303,358,3,13,73
854,,303,345,355,358,3,13,52
855,,355,345,418,358,3,13,62
856,,418,345,486,358,3,13,67
857,,57,332,179,345,3,13,122
858,,179,332,229,345,3,13,50
859,,229,332,303,345,3,13,73
860,,303,332,355,345,3,13,52
861,,355,332,418,345,3,13,62
862,,418,332,486,345,3,13,67
863,,57,319,179,332,3,13,122
864,,179,319,229,332,3,13,50
865,,229,319,303,332,3,13,73
866,,303,319,355,332,3,13,52
867,,355,319,418,332,3,13,62
868,,418,319,486,332,3,13,67
869,,57,306,179,319,3,13,122
870,,179,306,303,319,3,13,124
871,,303,306,418,319,3,13,114
872,,418,306,486,319,3,13,67
873,,57,281,179,306,3,24,122
874,,179,281,303,306,3,24,124
875,,303,281,418,306,3,24,114
876,,418,281,486,306,3,24,67
877,,57,268,179,281,3,13,122
878,,179,268,229,281,3,13,50
879,,229,268,303,281,3,13,73
880,,303,268,355,281,3,13,52
881,,355,268,418,281,3,13,62
882,,418,268,486,281,3,13,67
883,,57,254,179,268,3,13,122
884,,179,254,229,268,3,13,50
885,,229,254,303,268,3,13,73
886,,303,254,355,268,3,13,52
887,,355,254,418,268,3,13,62
888,,418,254,486,268,3,13,67
889,,57,241,179,254,3,13,122
890,,179,241,229,254,3,13,50
891,,229,241,303,254,3,13,73
892,,303,241,355,254,3,13,52
893,,355,241,418,254,3,13,62
894,,418,241,486,254,3,13,67
895,,57,228,179,241,3,13,122
896,,179,228,303,241,3,13,124
897,,303,228,418,241,3,13,114
898,,418,228,486,241,3,13,67
899,,57,215,179,228,3,13,122
900,,179,215,303,228,3,13,124
901,,303,215,418,228,3,13,114
902,,418,215,486,228,3,13,67
903,,57,202,179,215,3,13,122
904,,179,202,303,215,3,13,124
905,,303,202,418,215,3,13,114
906,,418,202,486,215,3,13,67
907,,57,189,179,202,3,13,122
908,,179,189,303,202,3,13,124
909,,303,189,418,202,3,13,114
910,,418,189,486,202,3,13,67
911,,57,176,179,189,3,13,122
912,,179,176,303,189,3,13,124
913,,303,176,418,189,3,13,114
914,,418,176,486,189,3,13,67
915,,57,163,179,176,3,13,122
916,,179,163,303,176,3,13,124
917,,303,163,418,176,3,13,114
918,,418,163,486,176,3,13,67
919,,57,150,179,163,3,13,122
920,,179,150,303,163,3,13,124
921,,303,150,418,163,3,13,114
922,,418,150,486,163,3,13,67
923,,57,136,179,150,3,13,122
924,,179,136,303,150,3,13,124
925,,303,136,418,150,3,13,114
926,,418,136,486,150,3,13,67
927,,57,123,179,136,3,13,122
928,,179,123,229,136,3,13,50
929,,229,123,303,136,3,13,73
930,,303,123,355,136,3,13,52
931,,355,123,418,136,3,13,62
932,,418,123,486,136,3,13,67
933,,57,110,179,123,3,13,122
934,,179,110,229,123,3,13,50
935,,229,110,303,123,3,13,73
936,,303,110,355,123,3,13,52
937,,355,110,418,123,3,13,62
938,,418,110,486,123,3,13,67
939,,57,97,179,110,3,13,122
940,,179,97,229,110,3,13,50
941,,229,97,303,110,3,13,73
942,,303,97,355,110,3,13,52
943,,355,97,418,110,3,13,62
944,,418,97,486,110,3,13,67
945,,57,84,179,97,3,13,122
946,,179,84,229,97,3,13,50
947,,229,84,303,97,3,13,73
948,,303,84,355,97,3,13,52
949,,355,84,418,97,3,13,62
950,,418,84,486,97,3,13,67
951,,57,71,179,84,3,13,122
952,,179,71,303,84,3,13,124
953,,303,71,355,84,3,13,52
954,,355,71,418,84,3,13,62
955,,418,71,486,84,3,13,67
956,,57,58,179,71,3,13,122
957,,179,58,229,71,3,13,50
958,,229,58,303,71,3,13,73
959,,303,58,355,71,3,13,52
960,,355,58,418,71,3,13,62
961,,418,58,486,71,3,13,67
962,,57,54,179,58,3,3,122
963,,179,54,229,58,3,3,50
964,,229,54,303,58,3,3,73
965,,303,54,355,58,3,3,52
966,,355,54,418,58,3,3,62
967,,418,54,486,58,3,3,67
968,Policies and Procedures - UCM System,54,778,244,794,4,15,190
969,Page 3 of 8,503,778,558,794,4,15,54
970,http://mayocontent.mayo.edu/dlmpaz/print/DOCMAN-0000116187,54,0,379,15,4,15,325
971,6/13/2014,509,0,558,15,4,15,48
972,,0,0,612,792,4,791,612
973,CRPCystatinCDigoxinEthanol(ETOH)FerritinFolateFollicle-StimulatingHormone(FSH),57,464,158,739,4,275,100
974,,57,724,63,739,4,14,5
975,,57,711,63,726,4,14,5
976,,57,698,63,713,4,14,5
977,,57,685,63,700,4,14,5
978,,57,672,63,687,4,14,5
979,,57,659,63,673,4,13,5
980,,57,646,63,660,4,13,5
981,CRP,57,633,82,647,4,14,24
982,Cystatin C,57,619,112,634,4,14,54
983,,57,606,63,621,4,14,5
984,,57,593,63,608,4,14,5
985,,57,580,63,595,4,14,5
986,,57,567,63,582,4,14,5
987,Digoxin,57,554,99,569,4,14,41
988,Ethanol (ETOH),57,541,138,556,4,14,80
989,Ferritin,57,528,96,542,4,14,39
990,Folate,57,515,91,529,4,14,33
991,Follicle-Stimulating,57,502,158,516,4,14,100
992,Hormone (FSH),57,490,137,504,4,14,80
993,,57,477,63,491,4,13,5
994,,57,464,63,477,4,13,5
995,Glucose(fasting)GlycatedHgb(A1C)GPT/ALTHighDensityCholesterol(HDL)HighSensitivityCRPImmunoglobulinA,57,62,165,428,4,366,107
996,Gamma Globulin,57,413,145,428,4,14,87
997,GGT,57,400,83,415,4,14,25
998,,57,387,63,401,4,13,5
999,,57,374,63,388,4,13,5
1000,,57,361,63,375,4,13,5
1001,,57,348,63,362,4,13,5
1002,,57,335,63,348,4,13,5
1003,,57,321,63,335,4,13,5
1004,,57,308,63,322,4,13,5
1005,,57,295,63,309,4,13,5
1006,,57,282,63,296,4,13,5
1007,,57,269,63,283,4,13,5
1008,,57,256,63,270,4,13,5
1009,,57,243,63,257,4,13,5
1010,Glucose (fasting),57,230,146,244,4,14,88
1011,Glycated Hgb (A1C),57,217,159,231,4,14,101
1012,GPT / ALT,57,203,111,218,4,14,53
1013,High Density,57,190,125,205,4,14,67
1014,Cholesterol (HDL),57,178,150,193,4,14,92
1015,,57,165,63,179,4,13,5
1016,,57,152,63,166,4,13,5
1017,High Sensitivity CRP,57,139,165,154,4,14,107
1018,,57,126,63,140,4,13,5
1019,,57,113,63,127,4,13,5
1020,,57,94,63,108,4,13,5
1021,Immunoglobulin A,57,75,153,90,4,14,95
1022,,57,62,63,77,4,14,5
1023,mg/dL,437,724,469,738,4,14,31
1024,mg/dL,437,711,469,725,4,14,31
1025,mg/dL,437,698,469,712,4,14,31
1026,mg/dL,437,685,469,699,4,14,31
1027,mg/dL,437,672,469,686,4,14,31
1028,mg/dL,437,659,469,673,4,14,31
1029,mg/dL,437,646,469,660,4,14,31
1030,mg/L,440,633,466,647,4,14,26
1031,,450,619,456,634,4,14,5
1032,mg/L,440,606,466,620,4,14,26
1033,mg/L,440,593,466,607,4,14,26
1034,mg/L,440,580,466,594,4,14,26
1035,mg/L,440,567,466,581,4,14,26
1036,ng/mL,437,554,469,568,4,14,31
1037,mg/dL,437,541,469,555,4,14,31
1038,mcg/L,437,528,469,542,4,14,31
1039,mcg/L,437,515,469,529,4,14,31
1040,IU/L,442,496,464,510,4,14,22
1041,IU/L,442,477,464,491,4,14,22
1042,IU/L,441,463,466,478,4,14,24
1043,,418,400,424,414,4,13,5
1044,g/dL,441,413,465,427,4,14,23
1045,U/L,444,387,463,401,4,14,19
1046,U/L,444,374,463,388,4,14,19
1047,U/L,444,361,463,375,4,14,19
1048,U/L,444,348,463,362,4,14,19
1049,U/L,444,334,463,349,4,14,19
1050,U/L,444,321,463,335,4,14,19
1051,U/L,444,308,463,322,4,14,19
1052,U/L,444,295,463,309,4,14,19
1053,U/L,444,282,463,296,4,14,19
1054,U/L,444,269,463,283,4,14,19
1055,U/L,444,256,463,270,4,14,19
1056,U/L,444,243,463,257,4,14,19
1057,mg/dL,437,230,469,244,4,14,31
1058,%,447,217,459,231,4,14,12
1059,U/L,444,203,463,217,4,14,19
1060,mg/dL,437,184,469,198,4,14,31
1061,mg/dL,437,165,469,179,4,14,31
1062,mg/dL,437,152,469,166,4,14,31
1063,mg/L,440,139,466,153,4,14,26
1064,mg/L,440,126,466,140,4,14,26
1065,mg/L,440,113,466,127,4,14,26
1066,mg/L,440,94,466,108,4,14,26
1067,,450,75,456,89,4,14,5
1068,mg/dL,437,62,469,76,4,14,31
1069,1 - 2,193,724,217,738,4,14,23
1070,3 - 4,193,711,217,725,4,14,23
1071,5 - 9,193,698,217,712,4,14,23
1072,10 - 11,188,685,223,699,4,14,35
1073,12 - 13,188,672,223,686,4,14,35
1074,14 - 15,188,659,223,673,4,14,35
1075,>15,195,646,216,660,4,14,20
1076,0.2 - 0.4,246,724,284,738,4,14,38
1077,0.2 - 0.5,246,711,284,725,4,14,38
1078,0.2 - 0.6,246,698,284,712,4,14,38
1079,0.3 - 0.7,246,685,284,699,4,14,38
1080,0.4 - 0.8,246,672,284,686,4,14,38
1081,0.5 – 0.9,244,659,286,673,4,14,41
1082,0.8 - 1.3,246,646,284,660,4,14,38
1083,,304,659,309,673,4,13,5
1084,,306,646,309,660,4,13,2
1085,1 – 3,317,724,341,738,4,14,23
1086,4 – 5,317,711,341,725,4,14,23
1087,6 – 8,317,698,341,712,4,14,23
1088,9 - 15,316,685,343,699,4,14,26
1089,>15,320,672,338,686,4,14,17
1090,0.2 - 0.4,367,724,406,738,4,14,38
1091,0.2 - 0.5,367,711,406,725,4,14,38
1092,0.3 - 0.6,367,698,406,712,4,14,38
1093,0.4 - 0.7,367,685,406,699,4,14,38
1094,0.6 – 1.1,366,672,407,686,4,14,41
1095,3 - 8,229,633,250,647,4,14,21
1096,Age,180,619,201,634,4,14,21
1097,0M - 3M,180,606,221,620,4,14,41
1098,4M - 11M,180,593,227,607,4,14,47
1099,1 - 17,180,580,209,594,4,14,29
1100,>18,180,567,200,581,4,14,20
1101,Normal,248,620,282,634,4,14,34
1102,0.81 - 2.32,240,606,290,620,4,14,50
1103,0.65 - 1.49,240,593,290,607,4,14,50
1104,0.50 - 1.27,240,580,290,594,4,14,50
1105,0.59 - 0.91,240,567,290,581,4,14,50
1106,3 - 8,349,633,371,647,4,14,21
1107,Age,320,620,338,634,4,14,18
1108,Normal,369,620,403,634,4,14,34
1109,0M - 3M 0.81 - 2.32,310,606,412,620,4,14,101
1110,4M - 11M 0.65 - 1.49,307,593,412,607,4,14,104
1111,0.50 - 1.27,361,580,412,594,4,14,50
1112,0.59 - 0.91,361,567,412,581,4,14,50
1113,1 - 17,316,580,343,594,4,14,26
1114,>18,320,567,338,581,4,14,17
1115,0.5 - 2.0,220,554,259,568,4,14,38
1116,<11,230,541,248,555,4,14,17
1117,24 - 336,220,528,259,542,4,14,38
1118,>4.0,229,515,250,529,4,14,20
1119,0.5 - 2.0,341,554,379,568,4,14,38
1120,<11,351,541,369,555,4,14,17
1121,11 - 307,341,528,379,542,4,14,38
1122,>4.0,350,515,370,529,4,14,20
1123,,304,400,309,414,4,13,5
1124,,306,335,309,348,4,13,2
1125,,304,321,309,335,4,13,5
1126,,306,308,309,322,4,13,2
1127,,304,295,309,309,4,13,5
1128,Follicular 3.9 - 8.8,318,496,405,510,4,14,86
1129,Midcycle 4.5 - 22.5,316,477,404,491,4,14,88
1130,Luteal 1.8 - 5.1,325,464,395,478,4,14,70
1131,Postmenopausal,321,450,405,464,4,14,84
1132,0.6 - 1.6,341,413,379,427,4,14,38
1133,6 – 29,345,387,375,401,4,14,29
1134,,356,400,361,414,4,13,5
1135,,359,374,361,388,4,14,2
1136,,359,361,361,375,4,14,2
1137,,359,348,361,362,4,14,2
1138,,359,282,361,296,4,14,2
1139,,359,269,361,283,4,14,2
1140,,359,256,361,270,4,14,2
1141,,359,243,361,257,4,14,2
1142,70 - 100,341,230,379,244,4,14,38
1143,4.7 - 5.8,341,217,379,231,4,14,38
1144,7 - 45,347,203,374,217,4,14,26
1145,Low <40,340,184,383,198,4,14,42
1146,Normal 40 - 59,325,165,395,179,4,14,69
1147,Desirable > or = 60,315,152,405,166,4,14,89
1148,Low Risk <1.0,327,139,393,153,4,14,66
1149,High Risk >3.0,326,113,394,127,4,14,68
1150,Acute Inflammation,315,100,408,114,4,14,93
1151,Age,320,75,338,89,4,14,18
1152,<4M,319,62,339,76,4,14,20
1153,Normal,369,75,403,89,4,14,34
1154,5-64,376,62,397,76,4,14,21
1155,,180,496,185,510,4,13,5
1156,>18,180,477,200,491,4,14,20
1157,,180,464,185,477,4,13,5
1158,1.0 - 18.0,243,477,287,491,4,14,44
1159,0.6 - 1.6,220,413,259,427,4,14,38
1160,Age,195,400,216,414,4,14,21
1161,1 – 6,192,387,218,401,4,14,26
1162,7 – 9,192,374,218,388,4,14,26
1163,10 – 13,186,361,224,375,4,14,37
1164,14 – 15,186,348,224,362,4,14,37
1165,16 – 17,186,334,224,349,4,14,37
1166,18 – 35,186,321,224,335,4,14,37
1167,36 – 40,186,308,227,322,4,14,40
1168,41 – 45,186,295,224,309,4,14,37
1169,46 – 50,186,282,224,296,4,14,37
1170,51 – 54,186,269,224,283,4,14,37
1171,55,198,256,213,270,4,14,14
1172,≥56,195,243,215,257,4,14,20
1173,Normal,248,400,282,414,4,14,34
1174,7 – 19,250,387,280,401,4,14,29
1175,9 – 22,250,374,280,388,4,14,29
1176,9 – 24,250,361,280,375,4,14,29
1177,9 – 26,250,348,280,362,4,14,29
1178,9 -27,253,335,277,349,4,14,24
1179,9 – 31,250,321,280,335,4,14,29
1180,8 – 35,250,308,280,322,4,14,29
1181,9 – 37,250,295,280,309,4,14,29
1182,10 – 39,247,282,283,296,4,14,35
1183,10 – 42,247,269,283,283,4,14,35
1184,11 – 45,247,256,283,270,4,14,35
1185,12 - 48,249,243,281,257,4,14,32
1186,70 - 100,220,230,259,244,4,14,38
1187,4.7 - 5.8,220,217,259,231,4,14,38
1188,7 - 55,226,203,253,217,4,14,26
1189,Low <40,219,184,262,198,4,14,42
1190,Normal 40 - 59,204,165,274,179,4,14,69
1191,Desirable > or = 60,194,152,284,166,4,14,89
1192,Low Risk <1.0,206,139,273,153,4,14,66
1193,High Risk >3.0,205,113,274,127,4,14,68
1194,Acute Inflammation,194,100,287,114,4,14,93
1195,Age,195,75,216,89,4,14,21
1196,<4M,194,62,217,76,4,14,23
1197,Normal,248,75,282,89,4,14,34
1198,5-64,254,62,276,76,4,14,21
1199,Average Risk 1.0 – 3.0 Average Risk 1.0 – 3.0,186,126,413,140,4,14,227
1200,,57,724,179,737,4,13,122
1201,,179,724,229,737,4,13,50
1202,,229,724,303,737,4,13,73
1203,,303,724,355,737,4,13,52
1204,,355,724,418,737,4,13,62
1205,,418,724,486,737,4,13,67
1206,,57,711,179,724,4,13,122
1207,,179,711,229,724,4,13,50
1208,,229,711,303,724,4,13,73
1209,,303,711,355,724,4,13,52
1210,,355,711,418,724,4,13,62
1211,,418,711,486,724,4,13,67
1212,,57,698,179,711,4,13,122
1213,,179,698,229,711,4,13,50
1214,,229,698,303,711,4,13,73
1215,,303,698,355,711,4,13,52
1216,,355,698,418,711,4,13,62
1217,,418,698,486,711,4,13,67
1218,,57,684,179,698,4,13,122
1219,,179,684,229,698,4,13,50
1220,,229,684,303,698,4,13,73
1221,,303,684,355,698,4,13,52
1222,,355,684,418,698,4,13,62
1223,,418,684,486,698,4,13,67
1224,,57,671,179,684,4,13,122
1225,,179,671,229,684,4,13,50
1226,,229,671,303,684,4,13,73
1227,,303,671,355,684,4,13,52
1228,,355,671,418,684,4,13,62
1229,,418,671,486,684,4,13,67
1230,,57,658,179,671,4,13,122
1231,,179,658,229,671,4,13,50
1232,,229,658,303,671,4,13,73
1233,,303,658,418,671,4,13,114
1234,,418,658,486,671,4,13,67
1235,,57,645,179,658,4,13,122
1236,,179,645,229,658,4,13,50
1237,,229,645,303,658,4,13,73
1238,,303,645,418,658,4,13,114
1239,,418,645,486,658,4,13,67
1240,,57,632,179,645,4,13,122
1241,,179,632,303,645,4,13,124
1242,,303,632,418,645,4,13,114
1243,,418,632,486,645,4,13,67
1244,,57,619,179,632,4,13,122
1245,,179,619,229,632,4,13,50
1246,,229,619,303,632,4,13,73
1247,,303,619,355,632,4,13,52
1248,,355,619,418,632,4,13,62
1249,,418,619,486,632,4,13,67
1250,,57,606,179,619,4,13,122
1251,,179,606,229,619,4,13,50
1252,,229,606,303,619,4,13,73
1253,,303,606,355,619,4,13,52
1254,,355,606,418,619,4,13,62
1255,,418,606,486,619,4,13,67
1256,,57,593,179,606,4,13,122
1257,,179,593,229,606,4,13,50
1258,,229,593,303,606,4,13,73
1259,,303,593,355,606,4,13,52
1260,,355,593,418,606,4,13,62
1261,,418,593,486,606,4,13,67
1262,,57,580,179,593,4,13,122
1263,,179,580,229,593,4,13,50
1264,,229,580,303,593,4,13,73
1265,,303,580,355,593,4,13,52
1266,,355,580,418,593,4,13,62
1267,,418,580,486,593,4,13,67
1268,,57,566,179,580,4,13,122
1269,,179,566,229,580,4,13,50
1270,,229,566,303,580,4,13,73
1271,,303,566,355,580,4,13,52
1272,,355,566,418,580,4,13,62
1273,,418,566,486,580,4,13,67
1274,,57,553,179,566,4,13,122
1275,,179,553,303,566,4,13,124
1276,,303,553,418,566,4,13,114
